State,Assembly,Candidate,Party,Votes
Jammu & Kashmir,Srinagar,None of the Above,None of the Above,4979
Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,Bharatiya Janata Party,487369
Jammu & Kashmir,Udhampur,GHULAM NABI AZAD,Indian National Congress,426393
Jammu & Kashmir,Udhampur,MOHD ARSHAD MALIK,Jammu & Kashmir Peoples Democratic Party,30461
Jammu & Kashmir,Udhampur,PROF. BHIM SINGH,Jammu & Kashmir National Panthers Party,25312
Jammu & Kashmir,Udhampur,DHARAM PAL BALGOTRA,Bahujan Samaj Party,16437
Jammu & Kashmir,Udhampur,ANIL KHAJURIA,Independent,15188
Jammu & Kashmir,Udhampur,NAZAKAT HUSSAIN,Independent,9217
Jammu & Kashmir,Udhampur,BANSI LAL,Independent,7339
Jammu & Kashmir,Udhampur,ANIL KUMAR GUPTA,Independent,5755
Jammu & Kashmir,Udhampur,SHAM LAL,All J & K Kisan Majdoor Party,2187
Jammu & Kashmir,Udhampur,GIRDHARI LAL,Bharatiya Bahujan Party,1971
Jammu & Kashmir,Udhampur,SMT. AMRIT BARSHA,Samajwadi Party,1842
Jammu & Kashmir,Udhampur,JAGDISH KUMAR,Jai Maha Bharath Party,1809
Jammu & Kashmir,Udhampur,None of the Above,None of the Above,10478
Jharkhand,Chatra,SUNIL KUMAR SINGH,Bharatiya Janata Party,295862
Jharkhand,Chatra,DHIRAJ PRASAD SAHU,Indian National Congress,117836
Jharkhand,Chatra,NILAM DEVI,Jharkhand Vikas Morcha (Prajatantrik),104176
Jharkhand,Chatra,NAGMANI,AJSU Party,35674
Jharkhand,Chatra,KESHWAR YADAV,Samajwadi Party,29754
Jharkhand,Chatra,BANWARI SAW,Communist Party of India,21261
Jharkhand,Chatra,SIMA CHANDRAVANSI,Aam Aadmi Party,17980
Jharkhand,Chatra,HAJI JAINUL ABEDIN,Bahujan Samaj Party,14929
Jharkhand,Chatra,RAJ KUMAR PAHAN,Rashtriya Deshaj Party,10771
Jharkhand,Chatra,RAMNARESH SINGH,Communist Party of India (Marxist-Leninist) (Liberation),8341
Jharkhand,Chatra,NAUSHAD ALAM,All India Trinamool Congress,7841
Jharkhand,Chatra,BALWANT KUMAR,Jharkhand Party,6845
Jharkhand,Chatra,SUDHANSHU SUMAN,Independent,5843
Jharkhand,Chatra,MAHESH SINGH YADAV,Janata Dal (United),5783
Jharkhand,Chatra,SAGAR RAM,Akhil Bharat Hindu Mahasabha,5743
Jharkhand,Chatra,CHANDRADEO THAKUR,Socialist Party (India),4725
Jharkhand,Chatra,MISTAR ALAM ASRAFEE,Rashtriya Jankranti Morcha,4647
Jharkhand,Chatra,ANIL KUMAR ORAON,Independent,4209
Jharkhand,Chatra,ASHISH BHUSHAN PATHAK,Independent,2944
Jharkhand,Chatra,ROBIN SINGH,Independent,2016
Jharkhand,Chatra,None of the Above,None of the Above,5791
Jharkhand,Dhanbad,PASHUPATI NATH SINGH,Bharatiya Janata Party,543491
Jharkhand,Dhanbad,AJAY KUMAR DUBEY,Indian National Congress,250537
Jharkhand,Dhanbad,ANAND MAHATO,Marxist Co-Ordination,110185
Jharkhand,Dhanbad,SAMARESH SINGH,Jharkhand Vikas Morcha (Prajatantrik),90926
Jharkhand,Dhanbad,CHANDRA SHEKHAR DUBEY,All India Trinamool Congress,29937
Jharkhand,Dhanbad,HEMLATA S. MOHAN,AJSU Party,21277
Jharkhand,Dhanbad,DR. KRISHNA CHANDRA SINGHRAJ,Independent,13200
Jharkhand,Dhanbad,RAMA KANT VERMA,Aam Aadmi Party,8948
Jharkhand,Dhanbad,HIRALAL SANKHWAR,Jharkhand Party,8580
Jharkhand,Dhanbad,MADAN MOHAN RAM,Bahujan Samaj Party,8455
Jharkhand,Dhanbad,GANPAT MAHTO,Independent,5441
Jharkhand,Dhanbad,KISHOR KUMAR MURMU,Bahujan Mukti Party,4531
Jharkhand,Dhanbad,AKLU RAM MAHTO,Samajwadi Party,4169
Jharkhand,Dhanbad,RITU RANI SINGH,Independent,3814
Jharkhand,Dhanbad,MANTOSH KUMAR MANDAL,Amra Bangalee,3413
Jharkhand,Dhanbad,AHMAD HUSSAIN ANSARI,Jharkhand Disom Party,3120
Jharkhand,Dhanbad,MD. ZUBAIR,All India Minorities Front,3094
Jharkhand,Dhanbad,GAUTAM KUMAR MAHATO,Independent,3000
Jharkhand,Dhanbad,JAYANT PANDEY,All India Forward Bloc,2518
Jharkhand,Dhanbad,SUMAN BANERJEE,Independent,2104
Jharkhand,Dhanbad,RAMESH BHARATI,Independent,2052
Jharkhand,Dhanbad,MANILAL MAHTO,Independent,1888
Jharkhand,Dhanbad,VIJAY KANT MISHRA,Independent,1537
Jharkhand,Dhanbad,RANBIR SINGH,Independent,1516
Jharkhand,Dhanbad,MUNSHI HEMBRAM,Independent,1486
Jharkhand,Dhanbad,BINOD SINGH,Independent,1457
Jharkhand,Dhanbad,PARSHURAM PASWAN,Independent,1359
Jharkhand,Dhanbad,PREM PRAKASH PASWAN,Independent,1226
Jharkhand,Dhanbad,TARCH MURMU,Independent,1190
Jharkhand,Dhanbad,RAMESH KUMAR RAY,Independent,965
Jharkhand,Dhanbad,PAWAN MAHATO,Independent,811
Jharkhand,Dhanbad,None of the Above,None of the Above,7675
Jharkhand,Dumka,SHIBU SOREN,Jharkhand Mukti Morcha,335815
Jharkhand,Dumka,SUNIL SOREN,Bharatiya Janata Party,296785
Jharkhand,Dumka,BABU LAL MARANDI,Jharkhand Vikas Morcha (Prajatantrik),158122
Jharkhand,Dumka,CHHAYA KOLE,Communist Party of India,26442
Jharkhand,Dumka,SHRILAL KISKU,Independent,10347
Jharkhand,Dumka,PULIS HEMRAM,Independent,10283
Jharkhand,Dumka,BAGHRAI SOREN,Independent,9436
Jharkhand,Dumka,SOKOL HANSDA,Bahujan Samaj Party,9059
Jharkhand,Dumka,BABULAL SOREN,All India Trinamool Congress,6284
Jharkhand,Dumka,BITIYA MANJHI,Communist Party of India (Marxist-Leninist) (Liberation),5813
Jharkhand,Dumka,JOSHIL MURMU,Independent,4567
Jharkhand,Dumka,STEPHAN BESRA,Jharkhand Disom Party,4310
Jharkhand,Dumka,SAHADEO SOREN,Aam Aadmi Party,3739
Jharkhand,Dumka,UMANATH KOLE,Independent,3733
Jharkhand,Dumka,None of the Above,None of the Above,18325
Jharkhand,Giridih,RAVINDRA KUMAR PANDEY,Bharatiya Janata Party,391913
Jharkhand,Giridih,JAGARNATH MAHTO,Jharkhand Mukti Morcha,351600
Jharkhand,Giridih,SABA AHMAD,Jharkhand Vikas Morcha (Prajatantrik),57380
Jharkhand,Giridih,UMESH CHANDRA MEHTA,AJSU Party,55531
Jharkhand,Giridih,JALESHWAR MAHATO,Janata Dal (United),40010
Jharkhand,Giridih,SANJEEV KUMAR MAHATO,Independent,13132
Jharkhand,Giridih,ASHUTOSH VERMA,All India Trinamool Congress,11355
Jharkhand,Giridih,GURJEET SINGH,Aam Aadmi Party,7071
Jharkhand,Giridih,DILIP KR RAJAK,Independent,6406
Jharkhand,Giridih,KARTIK MAHTO,Bahujan Samaj Party,6341
Jharkhand,Giridih,SOHRAB SHAH,Bahujan Mukti Party,5072
Jharkhand,Giridih,BIDESHI MAHTO,Jharkhand Disom Party,4325
Jharkhand,Giridih,SHIVA MAHTO,Independent,3660
Jharkhand,Giridih,SAJJADUR RAB HASAMI,Independent,3512
Jharkhand,Giridih,SANJEEV KUMAR SINHA,All India Forward Bloc,2988
Jharkhand,Giridih,JEETENDRA KUMAR,Samajwadi Party,2825
Jharkhand,Giridih,MRINAL KANTI DEV,Socialist Party (Lohia),1997
Jharkhand,Giridih,None of the Above,None of the Above,4879
Jharkhand,Godda,NISHIKANT DUBEY,Bharatiya Janata Party,380500
Jharkhand,Godda,FURKAN ANSARI,Indian National Congress,319818
Jharkhand,Godda,PRADIP YADAV,Jharkhand Vikas Morcha (Prajatantrik),193506
Jharkhand,Godda,DAMODAR SINGH,All India Trinamool Congress,28246
Jharkhand,Godda,SUNIL KUMAR GUPTA,Independent,22349
Jharkhand,Godda,MANRAJ,Bahujan Samaj Party,20871
Jharkhand,Godda,RAJVARDHAN AZAD,Janata Dal (United),14034
Jharkhand,Godda,SUBODH PRASAD,AJSU Party,10998
Jharkhand,Godda,NIRANJAN PRASAD YADAV,Independent,9059
Jharkhand,Godda,MANOJ KUMAR RAY,Independent,7447
Jharkhand,Godda,NAVIN CHANDRA JHA,Independent,7278
Jharkhand,Godda,MD. NOOR HASSAN,Samata Party,5132
Jharkhand,Godda,JAI SHANKAR JHA,Aam Aadmi Party,5080
Jharkhand,Godda,MD. JENUL,Bahujan Mukti Party,4466
Jharkhand,Godda,GITA MANDAL,Communist Party of India (Marxist-Leninist) (Liberation),4344
Jharkhand,Godda,MAHENDRA MURMU,Jharkhand Vikas Dal,3904
Jharkhand,Godda,None of the Above,None of the Above,12410
Jharkhand,Hazaribagh,JAYANT SINHA,Bharatiya Janata Party,406931
Jharkhand,Hazaribagh,SAURABH NARAIN SINGH,Indian National Congress,247803
Jharkhand,Hazaribagh,LOKNATH MAHTO,AJSU Party,156186
Jharkhand,Hazaribagh,ARUN KUMAR MISHRA,Jharkhand Vikas Morcha (Prajatantrik),30408
Jharkhand,Hazaribagh,BHUVNESHWAR PRASAD MEHTA,Communist Party of India,30326
Jharkhand,Hazaribagh,BADRI GOPE,Independent,14555
Jharkhand,Hazaribagh,JAVED ISLAM,Communist Party of India (Marxist-Leninist) (Liberation),8453
Jharkhand,Hazaribagh,AJIT KUMAR SINGH,All India Trinamool Congress,8360
Jharkhand,Hazaribagh,TETRI @ SHEELA DEVI,Bahujan Samaj Party,8159
Jharkhand,Hazaribagh,PRAYAG PRASAD,Independent,8085
Jharkhand,Hazaribagh,MITHILESH KUMAR DANGI,Aam Aadmi Party,7140
Jharkhand,Hazaribagh,BALDEO GANJHU,Independent,5152
Jharkhand,Hazaribagh,DR. DHIRENDRA KUMAR RAJ,Independent,4481
Jharkhand,Hazaribagh,RAMESHWAR RAM KUSHWAHA,All India Forward Bloc,4423
Jharkhand,Hazaribagh,MAHENDRA KISHOR MEHTA,Independent,3752
Jharkhand,Hazaribagh,YASHPAL YADAV,Independent,3540
Jharkhand,Hazaribagh,RAMAVTAR MAHTO,Independent,3365
Jharkhand,Hazaribagh,MO. SHANUL HAQUE,Indian Union Muslim League,3189
Jharkhand,Hazaribagh,PRAMOD KUMAR MAHTHA,Pragatisheel Magahi Samaj,3076
Jharkhand,Hazaribagh,ABDUL RAHIM,Bahujan Mukti Party,2941
Jharkhand,Hazaribagh,None of the Above,None of the Above,6827
Jharkhand,Jamshedpur,BIDYUT BARAN MAHATO,Bharatiya Janata Party,464153
Jharkhand,Jamshedpur,AJAY KUMAR,Jharkhand Vikas Morcha (Prajatantrik),364277
Jharkhand,Jamshedpur,NIROOP MAHANTY,Jharkhand Mukti Morcha,138109
Jharkhand,Jamshedpur,ANGAD MAHATO,Amra Bangalee,12632
Jharkhand,Jamshedpur,KUMAR CHANDRA MARDI,Aam Aadmi Party,7145
Jharkhand,Jamshedpur,OM PRAKASH ANAND,Independent,5655
Jharkhand,Jamshedpur,MOBIN KHAN,Independent,5406
Jharkhand,Jamshedpur,JOSAI MARDI,Rashtriya Deshaj Party,5378
Jharkhand,Jamshedpur,DINESH MAHATO,Independent,5300
Jharkhand,Jamshedpur,SEKH AKHIRUDDIN,Jharkhand Party (Naren),4822
Jharkhand,Jamshedpur,DAMAN CHANDRA BHAKAT,Bahujan Samaj Party,4606
Jharkhand,Jamshedpur,HARI ORAWN,Independent,4485
Jharkhand,Jamshedpur,UPENDRA KARMAKAR,Independent,4429
Jharkhand,Jamshedpur,SITA RAM TUDU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3700
Jharkhand,Jamshedpur,D.G.RAJA,Samajwadi Party,3414
Jharkhand,Jamshedpur,None of the Above,None of the Above,15629
Jharkhand,Khunti,KARIA MUNDA,Bharatiya Janata Party,269185
Jharkhand,Khunti,ANOSH EKKA,Jharkhand Party,176937
Jharkhand,Khunti,KALI CHARAN MUNDA,Indian National Congress,147017
Jharkhand,Khunti,NEIL TIRKEY,AJSU Party,27158
Jharkhand,Khunti,BASANT KUMAR LONGA,Jharkhand Vikas Morcha (Prajatantrik),24514
Jharkhand,Khunti,MAHADEV RAVINATH PAHAN,Rashtriya Deshaj Party,13566
Jharkhand,Khunti,DAYAMANI BARLA,Aam Aadmi Party,11822
Jharkhand,Khunti,JAITUN TUTI,Independent,11364
Jharkhand,Khunti,JITENDRA MANKI ALIAS JITENDRA PRASAD MANKI,Independent,6596
Jharkhand,Khunti,SUBODH PURTY,Bahujan Samaj Party,6407
Jharkhand,Khunti,KALYAN NAG,Independent,4958
Jharkhand,Khunti,BUDAY MUNDA,Akhil Bhartiya Jharkhand Party,4841
Jharkhand,Khunti,NITIMA BODRA BARI,Samajwadi Party,4425
Jharkhand,Khunti,ASRITA TUTI,Independent,4349
Jharkhand,Khunti,None of the Above,None of the Above,23816
Jharkhand,Kodarma,RAVINDRA KR. RAY,Bharatiya Janata Party,365410
Jharkhand,Kodarma,RAJKUMAR YADAV,Communist Party of India (Marxist-Leninist) (Liberation),266756
Jharkhand,Kodarma,PRANAV KUMAR VERMA,Jharkhand Vikas Morcha (Prajatantrik),160638
Jharkhand,Kodarma,TILAKDHARI PD SINGH,Indian National Congress,60330
Jharkhand,Kodarma,NAJRUL HASSAN HASHMI,AJSU Party,25522
Jharkhand,Kodarma,KANCHAN KUMARI,Independent,20669
Jharkhand,Kodarma,KRISHNA SINGH,Janata Dal (United),18727
Jharkhand,Kodarma,MANJU KUMARI,All India Trinamool Congress,12785
Jharkhand,Kodarma,BISHESHWAR PRASAD,Bahujan Samaj Party,12459
Jharkhand,Kodarma,VIJAY KUMAR CHOURASIYA,Aam Aadmi Party,11880
Jharkhand,Kodarma,SHIVANATH SAV,Independent,11117
Jharkhand,Kodarma,JAIDEO CHAUDHARY,Samajwadi Party,7838
Jharkhand,Kodarma,RAGHUNANDAN PRASAD VISHWAKARMA,All India Forward Bloc,6992
Jharkhand,Kodarma,DR. SURAJ MANDAL,Jharkhand Vikas Dal,6966
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,Independent,6334
Jharkhand,Kodarma,MAHENDRA RAVIDAS,Bahujan Mukti Party,6141
Jharkhand,Kodarma,PHALJIT MAHTO,Independent,5996
Jharkhand,Kodarma,YOGENDRA RAM,Akhil Bharatiya Jan Sangh,4516
Jharkhand,Kodarma,MD. JALIL ANSARI,National Loktantrik Party,4245
Jharkhand,Kodarma,MANOJ KUMAR,Independent,2873
Jharkhand,Kodarma,None of the Above,None of the Above,6712
Jharkhand,Lohardaga,SUDARSHAN BHAGAT,Bharatiya Janata Party,226666
Jharkhand,Lohardaga,RAMESHWAR ORAON,Indian National Congress,220177
Jharkhand,Lohardaga,CHAMRA LINDA,All India Trinamool Congress,118355
Jharkhand,Lohardaga,BIRENDRA BHAGAT,Jharkhand Vikas Morcha (Prajatantrik),26109
Jharkhand,Lohardaga,LAL SAY KUMAR BHAGAT,Communist Party of India (Marxist-Leninist) (Liberation),13252
Jharkhand,Lohardaga,JAYRAM INDWAR,Bahujan Samaj Party,11794
Jharkhand,Lohardaga,MAHENDRA ORAON,Independent,6436
Jharkhand,Lohardaga,RANJIT ORAON,Independent,6037
Jharkhand,Lohardaga,NAWAL KISHOR SINGH,Independent,5870
Jharkhand,Lohardaga,None of the Above,None of the Above,16764
Jharkhand,Palamau,VISHNU DAYAL RAM,Bharatiya Janata Party,476513
Jharkhand,Palamau,MANOJ KUMAR,Rashtriya Janata Dal,212571
Jharkhand,Palamau,GHURAN RAM,Jharkhand Vikas Morcha (Prajatantrik),156832
Jharkhand,Palamau,KAMESHWAR BAITHA,All India Trinamool Congress,37043
Jharkhand,Palamau,RAMPATI RANJAN,Bahujan Samaj Party,20481
Jharkhand,Palamau,SHYAM LAL RAM,Independent,9592
Jharkhand,Palamau,RAVINDRA KUMAR RAVI,Independent,9145
Jharkhand,Palamau,SHUSHMA MEHTA,Communist Party of India (Marxist-Leninist) (Liberation),8386
Jharkhand,Palamau,JORAWAR RAM,Janata Dal (United),7538
Jharkhand,Palamau,VINOD RAM,Independent,5879
Jharkhand,Palamau,ASHOK RAM,Independent,5648
Jharkhand,Palamau,RAM BADAN RAM,Samajwadi Party,4976
Jharkhand,Palamau,LALDEO RAM,Bahujan Mukti Party,4432
Jharkhand,Palamau,None of the Above,None of the Above,18287
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,379507
Jharkhand,Rajmahal,HEMLAL MURMU,Bharatiya Janata Party,338170
Jharkhand,Rajmahal,DR. ANIL MURMU,Jharkhand Vikas Morcha (Prajatantrik),97374
Jharkhand,Rajmahal,JYOTIN SOREN,Communist Party of India (Marxist),58034
Jharkhand,Rajmahal,KRISHNA SINGH,Indian Union Muslim League,16354
Jharkhand,Rajmahal,BARNARD HEMBROM,Rashtriya Krantikari Samajwadi Party,8686
Jharkhand,Rajmahal,DR. SURAE SOREN,Independent,7906
Jharkhand,Rajmahal,TALA HANSDA,Independent,7661
Jharkhand,Rajmahal,ARJUN PRASAD SINGH,AJSU Party,6761
Jharkhand,Rajmahal,SUNIRAM HEMBROM,Independent,6460
Jharkhand,Rajmahal,ARUN MARANDI,Bahujan Samaj Party,4775
Jharkhand,Rajmahal,None of the Above,None of the Above,19875
Jharkhand,Ranchi,RAM TAHAL CHOUDHARY,Bharatiya Janata Party,448729
Jharkhand,Ranchi,SUBODH KANT SAHAY,Indian National Congress,249426
Jharkhand,Ranchi,SUDESH KUMAR MAHTO,AJSU Party,142560
Jharkhand,Ranchi,AMITABH CHOUDHARY,Jharkhand Vikas Morcha (Prajatantrik),67712
Jharkhand,Ranchi,BANDHU TIRKEY,All India Trinamool Congress,46126
Jharkhand,Ranchi,VIKAS CHANDRA SHARMA,Communist Party of India (Marxist-Leninist) Red Star,14898
Jharkhand,Ranchi,RAJENDRA SINGH MUNDA,Communist Party of India (Marxist),10178
Jharkhand,Ranchi,AMANULLAH,Aam Aadmi Party,8497
Jharkhand,Ranchi,KAFILUR RAHMAN,Independent,4696
Jharkhand,Ranchi,"YUGESHWAR MARAR ""DEEN""",Manav Mukti Morcha,4409
Jharkhand,Ranchi,MAN SINGH MARDI,Jharkhand Party (Naren),4240
Jharkhand,Ranchi,RAM LAL MAHTO,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4190
Jharkhand,Ranchi,SURESH TOPPO,Jharkhand Disom Party,4085
Jharkhand,Ranchi,BAHADUR URAON,Communist Party of India (Marxist-Leninist) (Liberation),3877
Jharkhand,Ranchi,RANJIT MAHTO,Bahujan Mukti Party,3823
Jharkhand,Ranchi,LAL JOTINDRA DEV,Akhil Bhartiya Jharkhand Party,3411
Jharkhand,Ranchi,BALRAM KUMAR BEDIA,Independent,2889
Jharkhand,Ranchi,DURGA MUNDA,Bahujan Samaj Party,2502
Jharkhand,Ranchi,SAJIYA HAIDAR,Independent,2195
Jharkhand,Ranchi,BISHESHWAR MAHTO,Samata Party,2130
Jharkhand,Ranchi,ARSAD AYUB,Independent,2083
Jharkhand,Ranchi,AMIT KUMAR SINGH,Independent,1987
Jharkhand,Ranchi,CHINTAMANI MAHTO,Independent,1605
Jharkhand,Ranchi,THADDEUS LAKRA,Independent,1504
Jharkhand,Ranchi,BIRENDRA KUMAR JAISWAL,Independent,1366
Jharkhand,Ranchi,RAMPODO MAHTO,Independent,1296
Jharkhand,Ranchi,ANJANI PANDEY,Independent,1250
Jharkhand,Ranchi,ABUL HASAN,Independent,1219
Jharkhand,Ranchi,None of the Above,None of the Above,6900
Jharkhand,Singhbhum,LAXMAN GILUWA,Bharatiya Janata Party,303131
Jharkhand,Singhbhum,GEETA KORA,Jai Bharat Samanta Party,215607
Jharkhand,Singhbhum,CHITRASEN SINKU,Indian National Congress,111796
Jharkhand,Singhbhum,DASHRATH GAGRAI,Jharkhand Vikas Morcha (Prajatantrik),35681
Jharkhand,Singhbhum,SALKHAN MURMU,Jharkhand Disom Party,25547
Jharkhand,Singhbhum,JOHN MIRAN MUNDA,All India Forward Bloc,16952
Jharkhand,Singhbhum,SNEHLATA JOJO,Independent,12877
Jharkhand,Singhbhum,RAJENDRA PURTY,Jharkhand Party,11507
Jharkhand,Singhbhum,MANOHAR SINKU,Bahujan Samaj Party,9303
Jharkhand,Singhbhum,RUPSINGH HEMBROM,Independent,8895
Jharkhand,Singhbhum,NAVEEN MURMU,Rashtriya Deshaj Party,8607
Jharkhand,Singhbhum,BUDHRAM LAGURI,Bahujan Mukti Party,8346
Jharkhand,Singhbhum,None of the Above,None of the Above,27037
Karnataka,Bagalkot,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,Bharatiya Janata Party,571548
Karnataka,Bagalkot,AJAY KUMAR SARNAIK,Indian National Congress,454988
Karnataka,Bagalkot,SHANKAR BIDARI,Independent,10959
Karnataka,Bagalkot,Y.C KAMBLE,Bahujan Samaj Party,7370
Karnataka,Bagalkot,HUNASHYAL RAVI,Janata Dal (Secular),7237
Karnataka,Bagalkot,VASANAGOUDA NINGANAGOUDA BHANDI,Independent,4325
Karnataka,Bagalkot,PARASHURAM MANASING RATHOD,Independent,3897
Karnataka,Bagalkot,MUTTAPPA MUDAKAPPA HIREKUMBI,Independent,2037
Karnataka,Bagalkot,KAZI KUTUBUDDIN,Aam Aadmi Party,2004
Karnataka,Bagalkot,NAGAPPA PAKKIRAPPA SHIRAGUPPI,Independent,1194
Karnataka,Bagalkot,KANABUR SADASHIV SIDAMALLAPPA,Janata Dal (United),1180
Karnataka,Bagalkot,AJJODI BHEEMAPPA DHOOLAPPA,Independent,994
Karnataka,Bagalkot,MAHESH BASAPPA NANDIHAL,Karunaadu Party,813
Karnataka,Bagalkot,None of the Above,None of the Above,10764
Karnataka,Bangalore central,P.C. MOHAN,Bharatiya Janata Party,557130
Karnataka,Bangalore central,RIZWAN ARSHAD,Indian National Congress,419630
Karnataka,Bangalore central,V. BALAKRISHNAN,Aam Aadmi Party,39869
Karnataka,Bangalore central,NANDINI ALVA,Janata Dal (Secular),20387
Karnataka,Bangalore central,R. MOHAN RAJU,Bahujan Samaj Party,5806
Karnataka,Bangalore central,MODI SAIFULLA,Independent,3204
Karnataka,Bangalore central,SEETHA RAMAN.E,Independent,2543
Karnataka,Bangalore central,ISMAIL KHAN SAIF ALI,All India Trinamool Congress,2276
Karnataka,Bangalore central,DR. MEER LAYAQ HUSSAIN,Independent,1878
Karnataka,Bangalore central,RAMANUJ SINGH,Independent,1836
Karnataka,Bangalore central,K.MURTHY,Independent,1507
Karnataka,Bangalore central,G. NARAYANASWAMY (KAPALI),Independent,1228
Karnataka,Bangalore central,ZAHEEDA SHEREEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1198
Karnataka,Bangalore central,BHOVI RAMA C.B.K,Independent,942
Karnataka,Bangalore central,PRASHANTH.S.M,Independent,903
Karnataka,Bangalore central,H.L. MANJUNATHA,Kannada Chalavali Vatal Paksha,707
Karnataka,Bangalore central,B.K. NARAYANA-SWAMY,Independent,700
Karnataka,Bangalore central,B.V.VENKATESHAPPA,Independent,668
Karnataka,Bangalore central,BUDAYYA .B. PUJERI,Karunaadu Party,553
Karnataka,Bangalore central,SHAFI AHMED,Independent,549
Karnataka,Bangalore central,KADUGUDI SONNAPPA,Republican Party of India (A),543
Karnataka,Bangalore central,SURAIYA ZAITHOON,Independent,519
Karnataka,Bangalore central,DHANANJAYA. H.H,Independent,422
Karnataka,Bangalore central,SYED ASIF BUKHAARI,Independent,411
Karnataka,Bangalore central,AMBROSE D'MELLO,Independent,366
Karnataka,Bangalore central,E.SALAM,Independent,365
Karnataka,Bangalore central,None of the Above,None of the Above,8449
Karnataka,Bangalore North,D.V SADANANDA GOWDA,Bharatiya Janata Party,718326
Karnataka,Bangalore North,C.NARAYANA SWAMY,Indian National Congress,488562
Karnataka,Bangalore North,ABDUL AZEEM,Janata Dal (Secular),92681
Karnataka,Bangalore North,BABU MATHEW,Aam Aadmi Party,28107
Karnataka,Bangalore North,V VELU,Bahujan Samaj Party,5586
Karnataka,Bangalore North,SUN STAR D.JAYARAM,Gareeb Aadmi Party,3784
Karnataka,Bangalore North,SUNIL.V.J,Independent,1561
Karnataka,Bangalore North,S. RAMU,Independent,1131
Karnataka,Bangalore North,MU.VENKATESH SIMHA BHOVI,Independent,1033
Karnataka,Bangalore North,MANOHAR H.A.,Independent,919
Karnataka,Bangalore North,T.S.CHAITHANYA (S.J.R),Independent,911
Karnataka,Bangalore North,MUTHURAJU. M,Republican Party of India (A),829
Karnataka,Bangalore North,MOHAMMED QUTBUDDIN,Independent,680
Karnataka,Bangalore North,DR.MEERLAYAQ HUSSAIN,Independent,612
Karnataka,Bangalore North,None of the Above,None of the Above,11996
Karnataka,Bangalore Rural,D K SURESH,Indian National Congress,652723
Karnataka,Bangalore Rural,MUNIRAJU GOWDA . P,Bharatiya Janata Party,421243
Karnataka,Bangalore Rural,R. PRABHAKARA REDDY,Janata Dal (Secular),317870
Karnataka,Bangalore Rural,RAVI KRISHNA REDDY,Aam Aadmi Party,17195
Karnataka,Bangalore Rural,C THOPAIAH,Bahujan Samaj Party,11594
Karnataka,Bangalore Rural,BASAVEGOWDA,Republican Party of India (A),6154
Karnataka,Bangalore Rural,MALLESHA,Independent,5420
Karnataka,Bangalore Rural,SURESH,Independent,2782
Karnataka,Bangalore Rural,M.P.MUNAWER SHARIFF,Independent,2577
Karnataka,Bangalore Rural,S.SIDDARAMAIAH (HEGGADE),Independent,2142
Karnataka,Bangalore Rural,J.T.PRAKASH,Independent,1503
Karnataka,Bangalore Rural,K A MOHAN,Kamarajar Deseeya Congress,1345
Karnataka,Bangalore Rural,SHANKARAPPA,Jai Vijaya Bharathi Party,1008
Karnataka,Bangalore Rural,J NATARAJU,Independent,958
Karnataka,Bangalore Rural,KENCHAIAH,Independent,859
Karnataka,Bangalore Rural,None of the Above,None of the Above,9871
Karnataka,Bangalore South,ANANTH KUMAR,Bharatiya Janata Party,633816
Karnataka,Bangalore South,NANDAN NILEKANI,Indian National Congress,405241
Karnataka,Bangalore South,RUTH MANORAMA,Janata Dal (Secular),25677
Karnataka,Bangalore South,NINA P NAYAK,Aam Aadmi Party,21403
Karnataka,Bangalore South,PRAMOD MUTALIK,Independent,4247
Karnataka,Bangalore South,KHAN ABDUL R,Bahujan Samaj Party,2747
Karnataka,Bangalore South,PRABHU,Independent,2325
Karnataka,Bangalore South,YOGESH,Independent,2061
Karnataka,Bangalore South,T.K. DASAR,Independent,929
Karnataka,Bangalore South,M. UMADEVI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),918
Karnataka,Bangalore South,RAVIKUMARA T,Samajwadi Party,781
Karnataka,Bangalore South,G. VENKATESH BHOVI,Independent,736
Karnataka,Bangalore South,GOVINDAIAH B.R.,Independent,672
Karnataka,Bangalore South,T. E. MOSES,Independent,604
Karnataka,Bangalore South,G.R. SHIVASHANKAR,All India Forward Bloc,586
Karnataka,Bangalore South,SHAMBULINGEGOWDA (GANDIVADI),Independent,581
Karnataka,Bangalore South,DR. PRADEEP GADUGESH,Independent,549
Karnataka,Bangalore South,DR. KODUR VENKATESH,Independent,502
Karnataka,Bangalore South,GAYATHRI,Pyramid Party of India,484
Karnataka,Bangalore South,MAHADEVA SWAMY. B. M,Bharatiya Dr. B.R.Ambedkar Janta Party,428
Karnataka,Bangalore South,N. HANUMEGOWDA,Independent,414
Karnataka,Bangalore South,SYED MEHABOOB,Janata Dal (United),365
Karnataka,Bangalore South,SYED RAFIQ AHMED,Independent,246
Karnataka,Bangalore South,None of the Above,None of the Above,7414
